OBJECTID,SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,STATUS,PUBLIC_NAM,POINT_X,POINT_Y
6982,12.0,"JACKSON","LAVERGNE","EB","FS","126","","CHICAGO",1,"Jackson & Lavergne",-87.74912362,41.87662062
6983,2020.0,"DIVISION","ELSTON","EB","NS","70","","CHICAGO",1,"Division & Elston",-87.65886604,41.90339748
6984,15313.0,"MICHIGAN","24TH STREET","NB","FS","1,4","N4","CHICAGO",1,"Michigan & 24th Street",-87.62360265,41.84946141
6985,5295.0,"JEFFERY","83RD STREET/SOUTH CHICAGO","NB","FS","J14,15","","CHICAGO",1,"Jeffery & 83rd Street/South Chicago",-87.57565867,41.74450563
6986,3408.0,"63RD STREET","DAMEN","EB","NS","63","N63","CHICAGO",1,"63rd Street & Damen",-87.67406814,41.77923894
6987,12971.0,"59TH STREET","ROCKWELL","EB","NS","59","","CHICAGO",1,"59th Street & Rockwell",-87.68882003,41.78642918
6988,15162.0,"71ST STREET","JEFFERY","EB","FS","71","","CHICAGO",1,"71st Street & Jeffery",-87.57610775,41.76603472
6989,15312.0,"MICHIGAN","CERMAK","NB","FS","1,3,4","N4","CHICAGO",1,"Michigan & Cermak",-87.62370873,41.85318625
6990,12945.0,"PULASKI","36TH STREET","NB","NT","53A","","CHICAGO",1,"Pulaski & 36th Street",-87.72402345,41.82869979
6991,6706.0,"CANAL","POLK","NB","NS","157","","CHICAGO",1,"Canal & Polk",-87.639227,41.871877
6992,3684.0,"HALSTED","82ND STREET","SB","NS","8A","","CHICAGO",1,"Halsted & 82nd Street",-87.64396853,41.74525918
6993,5568.0,"MILWAUKEE","HAMLIN (west leg)","NWB","NS","56","","CHICAGO",1,"Milwaukee & Hamlin",-87.72181367,41.93794315
6994,5175.0,"RACINE","62ND STREET","SB","NS","44","","CHICAGO",1,"Racine & 62nd Street",-87.65463723,41.78149075
6995,12352.0,"VINCENNES","104TH STREET","SB","NS","9,112","","CHICAGO",1,"Vincennes & 104th Street",-87.65678798,41.70504411
6996,11581.0,"CENTRAL","WEST END","NB","NS","85","","CHICAGO",1,"Central & West End",-87.76489569,41.8841117
6997,2970.0,"COTTAGE GROVE","10200 SOUTH","NB","MB","4,115","","CHICAGO",1,"10200 S Cottage Grove",-87.60602576,41.70919436
6998,4574.0,"AUSTIN","5932 SOUTH","NB","NS","55A","","CHICAGO",1,"5920 S Austin",-87.77164534,41.78393684
6999,15738.0,"VINCENNES","110TH STREET","NB","NS","112","","CHICAGO",1,"Vincennes & 110th Street",-87.66202559,41.69387862
7000,4662.0,"NARRAGANSETT","59TH STREET","NB","NS","55N","","CHICAGO",1,"Narragansett & 59th Street",-87.781457,41.784915
7001,9174.0,"51ST STREET","THROOP","EB","NS","51","","CHICAGO",1,"51st Street & Throop",-87.65750383,41.80135353
7002,3595.0,"OAKTON","LINCOLN","EB","FS","97","","SKOKIE",1,"Oakton & Lincoln",-87.7544127,42.02629892
7003,13016.0,"61ST STREET","UNIVERSITY","EB","NS","59","","CHICAGO",1,"61st Street & University",-87.59801403,41.7840858
7004,11927.0,"93RD STREET","DREXEL","EB","NS","N5,95","N5","CHICAGO",1,"93rd Street & Drexel",-87.60118,41.725716
7005,12234.0,"106TH STREET","3033 EAST","EB","MB","26,100","","CHICAGO",1,"3033 E 106th Street",-87.55048472,41.70272556
7006,9164.0,"51ST STREET","OAKLEY","EB","NS","51","","CHICAGO",1,"51st Street & Oakley",-87.6818944,41.80107847
7007,10944.0,"75TH STREET","SOUTH CHICAGO","EB","NS","75","","CHICAGO",1,"75th Street & South Chicago",-87.59574573,41.75863278
7008,1728.0,"DEVON","CAMPBELL","EB","NS","155","","CHICAGO",1,"Devon & Campbell",-87.69231295,41.99762675
7009,2743.0,"79TH STREET","WASHTENAW","EB","NS","79","","CHICAGO",1,"79th Street & Washtenaw",-87.69024718,41.74986718
7010,9861.0,"HIGGINS","MONTCLARE","SEB","NS","88","","CHICAGO",1,"Higgins & Montclare",-87.80474488,41.98054558
7011,2199.0,"KING DRIVE","32ND STREET","SB","FS","3","","CHICAGO",1,"King Drive & 32nd Street",-87.61754018,41.83630773
7012,4425.0,"ARCHER","BRIGHTON","NEB","NS","62","N62","CHICAGO",1,"Archer & Brighton",-87.69248555,41.82119452
7013,4731.0,"PULASKI","75TH PLACE","SB","MT","53A,67","","CHICAGO",1,"Pulaski & 75th Place",-87.72239065,41.75693778
7014,7272.0,"EWING","104TH STREET","SB","NS","26,30","","CHICAGO",1,"Ewing & 104th Street",-87.535384,41.706588
7015,9914.0,"WASHINGTON","NORTHWEST HWY","SWB","FS","68","","PARK RIDGE",1,"Washington & Northwest Hwy",-87.82593227,42.00848852
7016,1495.0,"LINCOLN","WASHTENAW","NWB","NS","11","","CHICAGO",1,"Lincoln & Washtenaw",-87.69695023,41.98433681
7017,5202.0,"STONY ISLAND","64TH STREET","SB","NS","6,15,28,63","","CHICAGO",1,"Stony Island & 64th Street",-87.58651732,41.77889735
7018,5765.0,"HALSTED","GEORGE","SB","NS","8","","CHICAGO",1,"Halsted & George",-87.649161,41.934616
7019,5776.0,"HALSTED","1700 NORTH","SB","MB","8","","CHICAGO",1,"1700 N Halsted",-87.64841862,41.91282703
7020,7384.0,"SOUTH CHICAGO","CRANDON","NWB","NS","30","","CHICAGO",1,"South Chicago & Crandon",-87.56867988,41.73950228
7021,11659.0,"CALDWELL","ESTES","NWB","NS","85A","","CHICAGO",1,"Caldwell & Estes",-87.78688578,42.01003451
7022,14347.0,"ASBURY","KIRK","SB","NS","206","","EVANSTON",2,"Asbury & Kirk",-87.69013096,42.02493611
7023,2424.0,"STATE","58TH STREET","SB","MT","29","","CHICAGO",1,"State & 58th Street",-87.625638,41.789145
7024,12922.0,"PULASKI","65TH STREET","NB","NS","53A","","CHICAGO",1,"Pulaski & 65th Street",-87.72244493,41.77490728
7025,12023.0,"95TH STREET","1300 EAST (KIMBARK)","WB","MB","N5,95,100","N5","CHICAGO",1,"1300 E 95th Street",-87.59241585,41.72230259
7026,10894.0,"74TH STREET","UNION","WB","NS","75","","CHICAGO",1,"74th Street & Union",-87.64173924,41.75983447
7027,1256.0,"FULLERTON","SPRINGFIELD","WB","NS","74","","CHICAGO",1,"Fullerton & Springfield",-87.72419802,41.92457117
7028,772.0,"GRAND","530 WEST RR CROSSING","WB","NS","65","","CHICAGO",1,"530 W Grand",-87.642789,41.891332
7029,2625.0,"79TH STREET","KIMBARK","WB","NS","79","N79","CHICAGO",1,"79th Street & Kimbark",-87.59296289,41.75147352
7030,7417.0,"35TH STREET","MAPLEWOOD","WB","MT","35","","CHICAGO",1,"35th Street & Maplewood",-87.68869838,41.83025865
7031,787.0,"GRAND","WOLCOTT","WB","NS","65","","CHICAGO",1,"Grand & Wolcott",-87.67435353,41.89094784
7032,2648.0,"79TH STREET","NORMAL","WB","NS","8A,79","N79","CHICAGO",1,"79th Street & Normal",-87.63664571,41.75080746
7033,5746.0,"IRVING PARK","OLCOTT","WB","NS","80","","NORRIDGE",1,"Irving Park & Olcott",-87.81448156,41.95267132
7034,127.0,"JACKSON","ST. LOUIS","WB","FS","126","","CHICAGO",1,"Jackson & St. Louis",-87.71365567,41.87730566
7035,9480.0,"87TH STREET","LANGLEY","WB","NT","87","","CHICAGO",1,"87th Street & Langley",-87.60711624,41.73668233
7036,8578.0,"LAWRENCE","KNIGHT","WB","NS","81W","","NORRIDGE",1,"Lawrence & Knight",-87.84392564,41.96656947
7037,8016.0,"ROOT","NORMAL","WB","NS","43","","CHICAGO",1,"Root & Normal",-87.63832559,41.81906481
7038,3328.0,"65TH STREET","LONG","WB","NS","165","","CHICAGO",1,"65th Street & Long",-87.75666745,41.77456145
7039,9740.0,"HARLEM","LAWRENCE","SB","NS","81W,90","","HARWOOD HEIGHTS",1,"Harlem & Lawrence",-87.80730554,41.96749737
7040,7390.0,"SOUTH CHICAGO","EAST END (north leg)","NWB","NS","30","","CHICAGO",1,"South Chicago & East End",-87.58314197,41.74988712
7041,7695.0,"HARLEM","57TH STREET","SB","NS","62H","","SUMMIT",1,"Harlem & 57th Street",-87.80153863,41.78841775
7042,8615.0,"ASHLAND","CATALPA","SB","NS","50","","CHICAGO",1,"Ashland & Catalpa",-87.669863,41.981756
7043,3849.0,"LARAMIE","GLADYS","SB","NS","57","","CHICAGO",1,"Laramie & Gladys",-87.754959,41.87583
7044,6570.0,"VINCENNES","96TH STREET","SB","NS","112","","CHICAGO",1,"Vincennes & 96th Street",-87.65151281,41.71929499
7045,2037.0,"DEARBORN","MAPLE","SB","NS","70","","CHICAGO",1,"Dearborn & Maple",-87.629994,41.901976
7046,8591.0,"EAST RIVER RD","BERWYN","SB","NT","81W","","CHICAGO",1,"East River Rd & Berwyn",-87.846553,41.975017
7047,2447.0,"LAFAYETTE","80TH STREET","SB","NS","29","","CHICAGO",1,"Lafayette & 80th Street",-87.6258,41.749275
7048,14265.0,"RIDGE","GREENLEAF","SB","NS","201,206","","EVANSTON",1,"Ridge & Greenleaf",-87.6877235,42.03771049
7049,6576.0,"VINCENNES","WINSTON (101ST PLACE)","SB","NS","112","","CHICAGO",1,"Vincennes & Winston (10100 South)",-87.65527152,41.70907833
7050,1372.0,"LINCOLN","ARGYLE","SEB","NS","11","","CHICAGO",1,"Lincoln & Argyle",-87.690735,41.971925
7051,5580.0,"MILWAUKEE","KENTON","NWB","MB","56","","CHICAGO",1,"Milwaukee & Kenton",-87.74194834,41.95020617
7052,8875.0,"DAMEN","820 SOUTH V.A. HOSPITAL","SB","MB","50, 755","","CHICAGO",1,"V.A. Medical Center",-87.67641993,41.87022754
7053,9953.0,"NORTHWEST HWY","MILWAUKEE","SEB","NS","68","","CHICAGO",1,"Northwest Hwy & Milwaukee",-87.76649939,41.97400167
7054,10240.0,"CICERO","HUBBARD","SB","NS","54","","CHICAGO",1,"Cicero & Hubbard",-87.745641,41.888771
7055,11694.0,"NARRAGANSETT","ROSCOE","SB","NS","86","","CHICAGO",1,"Narragansett & Roscoe",-87.786274,41.942073
7056,15932.0,"COTTAGE GROVE","46TH STREET","NB","FS","4","N4","CHICAGO",1,"Cottage Grove & 46th Street",-87.60649539,41.81152172
7057,5247.0,"100TH STREET","BENSLEY","EB","FS","100","","CHICAGO",1,"100th Street & Bensley",-87.56315446,41.71348623
7058,2729.0,"79TH STREET","SPRINGFIELD (east leg)","EB","NS","79","","CHICAGO",1,"79th Street & Springfield",-87.71959188,41.74942889
7059,4656.0,"63RD STREET","NASHVILLE","EB","NS","63W","","CHICAGO",1,"63rd Street & Nashville",-87.78629762,41.7775454
7060,1299.0,"FULLERTON","LINDER","EB","NT","74","","CHICAGO",1,"Fullerton & Linder",-87.763621,41.923947
7061,11296.0,"KIMBALL","GLENLAKE","NB","NS","82","","CHICAGO",1,"Kimball & Glenlake",-87.713963,41.991948
7062,1568.0,"MICHIGAN","25TH STREET","NB","NS","1,4,21","N4","CHICAGO",1,"Michigan & 25th Street",-87.6235,41.847313
7063,4954.0,"DAMEN","EASTWOOD/BROWN LINE STATION","NB","FT","50","","CHICAGO",1,"Damen & Eastwood (Brown Line)",-87.67903,41.96607
7064,11820.0,"HARLEM","AINSLIE","NB","NT","90","","CHICAGO",1,"Harlem & Ainslie",-87.80695556,41.96906785
7065,9720.0,"LAWRENCE","OLCOTT","EB","NS","81W","","HARWOOD HEIGHTS",1,"Lawrence & Olcott",-87.814502,41.966997
7066,3302.0,"63RD STREET","MOBILE","EB","NS","63W","","CHICAGO",1,"63rd Street & Mobile",-87.77891535,41.77765928
7067,11943.0,"93RD STREET","OGLESBY","EB","NS","N5,95","N5","CHICAGO",1,"93rd Street & Oglesby",-87.567002,41.72614
7068,10797.0,"71ST STREET","KIMBARK","EB","MT","71","","CHICAGO",1,"71st Street & Kimbark",-87.59432616,41.7659576
7069,18079.0,"BEVERLY","99TH STREET","SB","FS","9","","CHICAGO",1,"Beverly & 99th Street",-87.65952324,41.71358922
7070,18084.0,"69TH STREET","DAMEN","EB","FS","67","","CHICAGO",1,"69th Street & Damen",-87.67336798,41.76837203
7071,18086.0,"FULLERTON","WESTERN","WB","FS","74","","CHICAGO",1,"Fullerton & Western",-87.68802345,41.92499011
7072,18088.0,"FULLERTON","ROCKWELL (east leg)","EB","FT","74","","CHICAGO",1,"Fullerton & Rockwell",-87.69240253,41.9247731
7073,18093.0,"SACRAMENTO BLVD","OHIO","SB","NS","94","","CHICAGO",1,"Sacramento & Ohio",-87.70209784,41.89202429
7074,18090.0,"VINCENNES","81ST STREET","SB","FS","24","","CHICAGO",1,"Vincennes & 81st Street",-87.63536187,41.74688453
7075,18091.0,"CENTRAL","DIVISION","SB","FS","85","","CHICAGO",1,"Central & Division",-87.76573568,41.90189832
7076,18092.0,"CENTRAL","DIVISION","NB","FS","85","","CHICAGO",1,"Central & Division",-87.76557923,41.90245058
7077,18102.0,"CICERO","ADAMS (north leg)","NB","NS","54","","CHICAGO",1,"Cicero & Adams",-87.74510375,41.8785481
7078,18094.0,"CICERO","DIVISION","SB","FS","54","","CHICAGO",1,"Cicero & Division",-87.74607314,41.90203907
7079,18095.0,"CICERO","AUGUSTA","SB","FS","54","","CHICAGO",1,"Cicero & Augusta",-87.74597761,41.89849139
7080,18096.0,"CICERO","OHIO","SB","FS","54","","CHICAGO",1,"Cicero & Ohio",-87.74576224,41.89118212
7081,18097.0,"CICERO","MAYPOLE","SB","FS","54","","CHICAGO",1,"Cicero & Maypole",-87.74550835,41.884222
7082,18098.0,"CICERO","WASHINGTON","SB","FS","54","","CHICAGO",1,"Cicero & Washington",-87.74543664,41.88161827
7083,18099.0,"CICERO","JACKSON","NB","FS","54","","CHICAGO",1,"Cicero & Jackson",-87.74505082,41.87703484
7084,18100.0,"CICERO","WASHINGTON","NB","FS","54","","CHICAGO",1,"Cicero & Washington",-87.74524378,41.88201493
7085,18101.0,"CICERO","DIVISION","NB","FS","54","","CHICAGO",1,"Cicero & Division",-87.74588236,41.90269986
7086,18103.0,"DAMEN","87TH STREET","NB","FS","95","","CHICAGO",1,"Damen & 87th Street",-87.67249972,41.73609054
7087,18116.0,"JACKSON","FRANCISCO","EB","NS","126","","CHICAGO",1,"Jackson & Francisco",-87.69876844,41.87733637
7088,18117.0,"JACKSON","FRANCISCO","WB","NS","126","","CHICAGO",1,"Jackson & Francisco",-87.69841231,41.87747899
7089,18118.0,"JACKSON","WASHTENAW","EB","NS","126","","CHICAGO",1,"Jackson & Washtenaw",-87.6939194,41.87738775
7090,18119.0,"JACKSON","SPAULDING","WB","FT","126","","CHICAGO",1,"Jackson & Spaulding",-87.70825806,41.87736937
7091,18121.0,"YATES","95TH STREET","NB","NS","100","","CHICAGO",1,"Yates & 95th Street",-87.56463659,41.72242549
7092,18122.0,"WASHINGTON","CLARK/DEARBORN","EB","MB","J14,19,20,56,60,124,157","N20,N60","CHICAGO",1,"Washington & Clark/Dearborn",-87.63019604,41.88314707
7093,18123.0,"MADISON","LASALLE","WB","FS","J14,19,20,56,60,124,157","N20,N60","CHICAGO",1,"Madison & LaSalle",-87.63265219,41.88201156
7094,18124.0,"MADISON","FRANKLIN","WB","FS","J14,19,20,56,60,124,157","N20,N60","CHICAGO",1,"Madison & Franklin",-87.63563723,41.8819998
7095,18125.0,"CLINTON","MADISON","SB","FS","60,124,125,130,157","","CHICAGO",1,"Clinton & Madison",-87.64127987,41.88173913
7096,18126.0,"MADISON","STATE/DEARBORN","WB","MB","J14,19,20,56,60,124,157","N20,N60","CHICAGO",1,"Madison & Dearborn/State",-87.62855887,41.88205094
7097,18129.0,"HARRISON","DAMEN","EB","FS","7","","CHICAGO",1,"Harrison & Damen",-87.67622133,41.87397626
7098,18130.0,"HARRISON","WESTERN","WB","FS","7","","CHICAGO",1,"Harrison & Western",-87.68667283,41.87394369
7099,18131.0,"HARRISON","CALIFORNIA","WB","FS","7","","CHICAGO",1,"Harrison & California",-87.69633973,41.87386746
7100,18132.0,"IRVING PARK","FOREST PRESERVE","EB","NS","80","","CHICAGO",1,"Irving Park & Forest Preserve",-87.81048136,41.95262231
7101,18136.0,"FIELD MUSEUM","EAST PARKING LOT","SB","MB","128","","CHICAGO",1,"Field Museum East Parking Lot",-87.61527043,41.86557162
7102,18173.0,"CLARK","DIVERSEY/BROADWAY","SB","FS","22,36","N22","CHICAGO",1,"Clark & Diversey",-87.64495616,41.93256022
7103,18174.0,"ROOSEVELT","JEFFERSON","WB","FS","12,18,N62","N62","CHICAGO",1,"Roosevelt & Jefferson",-87.64253291,41.867322
7104,18152.0,"CENTRAL STREET","JACKSON","EB","NS","201","","EVANSTON",2,"Central Street & Jackson",-87.69224732,42.06416951
7105,18153.0,"CENTRAL STREET","JACKSON","WB","NT","201","","EVANSTON",2,"Central Street & Jackson",-87.69205257,42.06433048
7106,18154.0,"STATE","WASHINGTON","NB","FS","N4,N66","N4,N66","CHICAGO",1,"State & Washington",-87.62774665,41.88307616
7107,18155.0,"WESTERN","WESTERN BROWN LINE STATION","NB","MB","49,X49","N49","CHICAGO",1,"Western Brown Line Station",-87.68871582,41.96629629
7108,18156.0,"DIVISION","CLYBOURN","EB","NT","70","","CHICAGO",1,"Division & Clybourn",-87.63947854,41.9036403
7109,18162.0,"DIVISION","OAKLEY","EB","FS","70","","CHICAGO",1,"Division & Oakley",-87.68428206,41.90299346
7110,18164.0,"CALIFORNIA","ARCHER","SB","FS","94","","CHICAGO",1,"California & Archer",-87.69463138,41.81957523
7111,18165.0,"DIVISION","LEAVITT","WB","FS","70","","CHICAGO",1,"Division & Leavitt",-87.68239828,41.90317444
7112,3855.0,"CICERO","FLOURNOY","NB","NS","57","","CHICAGO",1,"Cicero & Flournoy",-87.74479326,41.87222415
7113,2547.0,"COTTAGE GROVE","45TH STREET","SB","NS","4","N4","CHICAGO",6,"Cottage Grove & 45th Street",-87.606723,41.813325
7114,3044.0,"KEDZIE","POLK","SB","NS","52","","CHICAGO",1,"Kedzie & Polk",-87.705893,41.871041
7115,14426.0,"FRANKLIN","MADISON","NB","FS","37","","CHICAGO",1,"Franklin & Madison",-87.63521288,41.88203899
7116,5950.0,"HALSTED","NORTH AVENUE","NB","NS","8","","CHICAGO",1,"Halsted & North Ave",-87.64817993,41.91082974
7117,8922.0,"DAMEN","AUGUSTA","NB","NS","50","","CHICAGO",1,"Damen & Augusta",-87.67706495,41.89943264
7118,17135.0,"MILWAUKEE","HUBBARD/UNION","NWB","FS","56","","CHICAGO",1,"Milwaukee & Hubbard/Union",-87.6460909,41.89031482
7119,17155.0,"CLARK","RIDGE","SB","FS","22","N22","CHICAGO",1,"Clark & Ridge",-87.67014379,41.98940732
7120,15167.0,"AUSTIN","CHICAGO","SB","NS","91","","OAK PARK",1,"Austin & Chicago",-87.77524472,41.89480312
7121,1018.0,"SHERIDAN","ESTES","SB","FS","147","0","CHICAGO",1,"Sheridan & Estes",-87.662952,42.011414
7122,1498.0,"LINCOLN","RICHMOND (north leg)","NWB","NS","11","","CHICAGO",1,"Lincoln & Richmond",-87.70315,41.98796
7123,1840.0,"CLARK","WEBSTER","SB","NS","22,36","N22","CHICAGO",1,"Clark & Webster",-87.63841472,41.92204631
7124,7705.0,"WESTERN BLVD","ARCHER","SB","FS","39","N9","CHICAGO",1,"Western Blvd & Archer",-87.68440501,41.82567108
7125,9049.0,"PULASKI","16TH STREET","SB","NS","53","","CHICAGO",1,"Pulaski & 16th Street",-87.72504234,41.85895978
7126,12029.0,"93RD STREET","DREXEL","WB","NS","N5,95","N5","CHICAGO",1,"93rd Street & Drexel",-87.60083058,41.72585114
7127,9192.0,"51ST STREET","FEDERAL","WB","NS","15","","CHICAGO",1,"51st Street & Federal",-87.62794097,41.80198686
7128,2100.0,"DIVISION","WALLER","WB","NS","70","","CHICAGO",1,"Division & Waller",-87.76801816,41.90223708
7129,235.0,"CONGRESS","SPRINGFIELD","WB","NS","7","","CHICAGO",1,"Congress & Springfield",-87.722588,41.874496
7130,6867.0,"CERMAK","HOYNE","WB","NS","21","","CHICAGO",1,"Cermak & Hoyne",-87.67807976,41.85221452
7131,12076.0,"LUNT","WASHTENAW","WB","NS","96","","CHICAGO",1,"Lunt & Washtenaw",-87.69717837,42.00851685
7132,14892.0,"CERMAK","CICERO","WB","FS","21,60","","CICERO",1,"Cermak & Cicero (Pink Line)",-87.74453818,41.85140362
7133,12423.0,"119TH STREET","UNION","WB","NS","119","","CHICAGO",1,"119th Street & Union",-87.63934174,41.67788983
7134,719.0,"GRAND","ROCKWELL","EB","NT","65","","CHICAGO",1,"Grand & Rockwell",-87.691763,41.892279
7135,2732.0,"79TH STREET","CENTRAL PARK","EB","FS","79","","CHICAGO",1,"79th Street & Central Park",-87.71172218,41.74956183
7136,10191.0,"67TH STREET","WOODLAWN","EB","MT","N5,67","N5","CHICAGO",1,"67th Street & Woodlawn",-87.59599041,41.77317619
7137,10156.0,"69TH STREET","PAULINA","EB","NS","67","","CHICAGO",1,"69th Street & Paulina",-87.66642039,41.76845728
7138,3506.0,"95TH STREET","UNION","EB","NS","N9,95,108,112","N9","CHICAGO",1,"95th Street & Union",-87.640932,41.721387
7139,3632.0,"HOWARD","WOLCOTT","EB","NS","97,201,206","","CHICAGO",1,"Howard & Wolcott",-87.6777439,42.01937362
7140,12961.0,"59TH STREET","CENTRAL PARK","EB","FS","59","","CHICAGO",1,"59th Street & Central Park",-87.71259843,41.78602934
7141,6307.0,"26TH STREET","KARLOV (west leg)","EB","NS","60","N60","CHICAGO",1,"26th Street & Karlov",-87.727089,41.844151
7142,9188.0,"PAYNE","COTTAGE GROVE","EB","MB","2","","CHICAGO",1,"Payne & Cottage Grove",-87.60530836,41.80159246
7143,10804.0,"71ST STREET","CONSTANCE (west leg)","EB","NS","71","","CHICAGO",1,"71st Street & Constance",-87.580773,41.766013
7144,3351.0,"65TH STREET","NOTTINGHAM","EB","NT","165","","BEDFORD PARK",1,"65th Street & Nottingham",-87.79829629,41.77363643
7145,9229.0,"BELMONT","ORANGE (79TH AVENUE)","EB","NS","77","","ELMWOOD PARK",1,"Belmont & Orange (79th Avenue)",-87.82391057,41.93771012
7146,17094.0,"119TH STREET","DIVISION","EB","NS","119","","BLUE ISLAND",1,"119th & Division",-87.66899253,41.67733926
7147,17436.0,"RANDOLPH","FIELD BLVD","EB","NT","60","","CHICAGO",1,"Randolph & Field Blvd",-87.6177944,41.88431914
7148,7340.0,"AVENUE O","11731 SOUTH","NB","MB","30","","CHICAGO",1,"11731 S Avenue O",-87.53993333,41.68231523
7149,7605.0,"MICHIGAN","114TH STREET","NB","MT","34,119","N34","CHICAGO",1,"Michigan & 114th Street",-87.620814,41.687125
7150,5872.0,"HALSTED","72ND STREET","NB","NS","8","","CHICAGO",1,"Halsted & 72nd Street",-87.64427961,41.76330885
7151,10392.0,"CICERO","53RD STREET","NB","NS","47,54B,N62","N62","CHICAGO",1,"Cicero & 53rd Street",-87.74270599,41.79659942
7152,10429.0,"CICERO","NORTH SHORE","NB","NS","54A","","LINCOLNWOOD",1,"Cicero & North Shore",-87.748073,42.002723
7153,6172.0,"ASHLAND","70TH STREET","NB","NS","9","N9","CHICAGO",1,"Ashland & 70th Street",-87.66370658,41.76665596
7154,16031.0,"CICERO","ROOSEVELT","NB","FS","54","","CHICAGO",1,"Cicero & Roosevelt",-87.74465599,41.86618591
7155,7103.0,"STONY ISLAND","92ND STREET","NB","NS","28","","CHICAGO",1,"Stony Island & 92nd Street",-87.58489356,41.72780388
7156,7106.0,"STONY ISLAND","89TH STREET","NB","NS","28","","CHICAGO",1,"Stony Island & 89th Street",-87.58504138,41.73318506
7157,10415.0,"CICERO","ARGYLE","NB","MT","54A","","CHICAGO",1,"Cicero & Argyle",-87.747786,41.97168127
7158,10440.0,"SKOKIE BLVD","MADISON","NB","NS","54A","","SKOKIE",1,"Skokie Blvd & Madison",-87.74714097,42.03156491
7159,10274.0,"CICERO","21ST STREET","NB","NS","54","","CICERO",1,"Cicero & 21st Street",-87.744202,41.853097
7160,11277.0,"KIMBALL","BERTEAU","NB","NS","82","","CHICAGO",1,"Kimball & Berteau",-87.71294,41.957414
7161,2301.0,"STATE","6200 SOUTH","NB","MB","29","","CHICAGO",1,"6200 S State",-87.625273,41.782283
7162,12410.0,"VINCENNES","109TH STREET","NB","NS","112","","CHICAGO",1,"Vincennes & 109th Street",-87.66075281,41.69567175
7163,1004.0,"HARLEM","WABANSIA","NB","NS","72,90,307","","CHICAGO",1,"Harlem & Wabansia",-87.80570701,41.91056188
7164,9128.0,"PULASKI","CORNELIA (south leg)","NB","NS","53","N53","CHICAGO",1,"Pulaski & Cornelia",-87.72724469,41.94447989
7165,5973.0,"LOWE","127TH STREET","NB","NS","8A,108","","CHICAGO",1,"Lowe & 127th Street",-87.637737,41.663145
7166,5058.0,"RACINE","70TH STREET","NB","NS","44","","CHICAGO",1,"Racine & 70th Street",-87.65408287,41.7667999
7167,5413.0,"BROADWAY","N. SHERIDAN (1000 W.)","NB","NS","36","","CHICAGO",1,"Broadway & N. Sheridan",-87.65457267,41.96102099
7168,15421.0,"PULASKI","24TH STREET","NB","FS","53","","CHICAGO",1,"Pulaski & 24th Street",-87.72458281,41.84814741
7169,11730.0,"RIDGELAND","CHICAGO","NB","NS","86","","OAK PARK",1,"Ridgeland & Chicago",-87.78477365,41.89444025
7170,2142.0,"KING DRIVE","59TH STREET","NB","FT","3","","CHICAGO",1,"King Drive & 59th Street",-87.61570617,41.78765716
7171,9648.0,"AUSTIN","BELDEN","NB","NS","91","","CHICAGO",1,"Austin & Belden",-87.77558,41.921916
7172,8582.0,"EAST RIVER RD","AINSLIE","NB","NS","81W","","NORRIDGE",1,"East River Rd & Ainslie",-87.84630803,41.96809926
7173,4661.0,"NARRAGANSETT","60TH STREET","NB","NS","55N","","CHICAGO",1,"Narragansett & 60th Street",-87.781393,41.783084
7174,9116.0,"PULASKI","BELDEN","NB","NS","53","N53","CHICAGO",1,"Pulaski & Belden",-87.72688907,41.92247597
7175,3148.0,"KEDZIE","DOUGLAS (s.service drive)","NB","NS","52","","CHICAGO",1,"Kedzie & Douglas",-87.70545374,41.86239345
7176,12254.0,"AVENUE B","111TH STREET","NB","NS","100","","CHICAGO",1,"Avenue B & 111th Street",-87.52574875,41.69355511
7177,7111.0,"STONY ISLAND","84TH STREET","NB","NS","28","","CHICAGO",1,"Stony Island & 84th Street",-87.58530252,41.74246334
7178,6983.0,"TORRENCE","11100 SOUTH","NB","MB","71","","CHICAGO",1,"11100 S Torrence",-87.559371,41.694069
7179,4085.0,"ARMITAGE","CLEVELAND","WB","NS","73","","CHICAGO",1,"Armitage & Cleveland",-87.64113403,41.91838702
7180,1277.0,"FULLERTON","MARMORA","WB","NS","74","","CHICAGO",1,"Fullerton & Marmora",-87.77316121,41.92389931
7181,147.0,"JACKSON","5400 WEST","WB","MB","126","","CHICAGO",1,"5400 W Jackson",-87.75967824,41.87664899
7182,9452.0,"91ST STREET","HOUSTON","WB","NS","26,87","","CHICAGO",1,"91st Street & Houston",-87.54975508,41.73015422
7183,12074.0,"LUNT","CAMPBELL","WB","NT","96","","CHICAGO",1,"Lunt & Campbell",-87.69257033,42.00865907
7184,12666.0,"EMERSON","RIDGE","WB","NS","93","","EVANSTON",2,"Emerson & Ridge",-87.68771126,42.05218831
7185,3514.0,"HOWARD","CLYDE","WB","NS","97,201,206","","EVANSTON",1,"Howard & Clyde",-87.67788203,42.01950099
7186,13128.0,"OAKTON","DODGE","WB","NS","206","","EVANSTON",2,"Oakton & Dodge",-87.69921333,42.02664181
7187,12596.0,"ADDISON","LAMON","WB","NS","152","","CHICAGO",1,"Addison & Lamon",-87.74941411,41.94616812
